ta_verb	465578
gå_verb	388545
stå_verb	81071
slå_verb	51419
dra_verb	46351
röra_verb	27699
skjuta_verb	26660
fatta_verb	19236
hoppa_verb	15708
kasta_verb	15319
springa_verb	9317
dansa_verb	8277
koppla_verb	7506
plocka_verb	7453
sparka_verb	7190
skära_verb	7145
trycka_verb	6545
tvätta_verb	6274
gräva_verb	6260
skynda_verb	6194
fånga_verb	6008
städa_verb	5822
stöta_verb	5229
slita_verb	5043
stiga_verb	4996
fly_verb	4919
ta_noun	4483
gripa_verb	4166
lyfta_verb	4087
skaka_verb	3959
klättra_verb	3696
klippa_verb	3512
torka_verb	3286
höja_verb	3270
rulla_verb	3101
sno_verb	2982
pressa_verb	2940
hacka_verb	2928
riva_verb	2865
knacka_verb	2604
binda_verb	2599
fly_noun	2552
röra_noun	2493
smyga_verb	2424
gå_det	2380
klippa_noun	2166
ro_noun	2126
raka_verb	2103
gå_noun	2020
krama_verb	2017
gå_adv	1996
vandra_verb	1972
slå_adv	1792
trampa_verb	1782
linda_propn	1679
glida_verb	1647
knipa_noun	1605
rusa_verb	1601
rycka_verb	1576
krypa_verb	1555
kliva_verb	1524
stå_adv	1317
ta_adj	1229
fånga_adj	1211
löpa_verb	1116
slå_adp	1087
gå_aux	1078
koppla_adj	1068
klå_verb	1054
hoppa_noun	1053
klappa_verb	1028
rota_verb	1026
signera_verb	1020
banka_verb	1012
klämma_verb	1010
klia_verb	1009
marschera_verb	1002
träda_verb	997
skynda_adj	977
promenera_verb	974
skala_noun	959
skura_verb	923
repa_verb	919
cykla_verb	906
peta_verb	904
gå_adj	900
skrapa_verb	879
snubbla_verb	870
vika_verb	856
borsta_verb	851
grabba_noun	839
stå_noun	807
dansa_pron	799
halka_verb	799
raka_adv	797
slå_adj	786
skjuta_noun	784
slipa_verb	775
trumma_noun	769
stå_adj	760
skjuta_adj	757
dansa_noun	750
studsa_verb	740
springa_adj	720
svepa_verb	701
dra_adv	682
kila_verb	675
skaka_adj	661
grabba_verb	638
slå_noun	637
dra_pron	629
ro_verb	606
haffa_verb	595
hoppa_propn	592
smälla_verb	586
klicka_verb	582
linda_verb	578
fånga_noun	576
raka_adj	523
smeka_verb	522
putta_verb	521
kasta_adj	517
hissa_verb	486
stiga_adj	484
ta_adv	464
torka_noun	463
greppa_verb	461
putsa_verb	440
gnida_verb	439
knipa_verb	434
piska_verb	430
fly_adj	427
skala_verb	426
ta_propn	413
torka_adj	409
röra_adj	404
jogga_verb	398
skumma_verb	394
halta_verb	393
hacka_noun	374
springa_noun	367
piska_noun	364
skrubba_verb	357
nappa_verb	350
dunka_verb	348
stampa_verb	333
skynda_propn	333
fatta_adj	331
stöta_adj	325
sparka_noun	323
gnugga_verb	317
dra_noun	316
pilla_verb	300
sno_noun	295
ränna_verb	288
rista_verb	286
ösa_verb	285
ro_propn	282
ta	277
dra_adj	275
sparka_adj	265
skära_adj	265
fly_cconj	264
skaka_adv	264
tvätta_adv	262
kasta_noun	261
polera_verb	260
repa_noun	259
bulta_verb	259
gå_adp	258
paddla_verb	257
stå_adp	255
trycka_adj	253
tvätta_adj	252
binda_adj	240
knalla_verb	240
skyffla_verb	238
skaka_noun	238
irra_verb	233
vira_verb	230
städa_adj	227
dansa_adj	226
hacka_adj	224
höja_adj	222
ströva_verb	220
borsta_adj	218
klämma_noun	211
trycka_noun	210
koppla_noun	210
klösa_verb	205
stiga_noun	198
knivhugga_verb	197
lyfta_adv	196
nypa_verb	196
stövla_noun	194
fösa_verb	191
stövla_verb	190
skynda_noun	189
skutta_verb	185
vada_verb	185
städa_noun	185
slunga_verb	178
binda_noun	175
sno_adv	173
knycka_verb	172
skumma_adj	172
fly_propn	169
cykla_noun	169
kela_verb	167
vackla_verb	164
fila_verb	162
löpa_adj	160
fläta_verb	154
rulla_noun	153
karva_verb	153
stöta_noun	148
traska_verb	140
skära_noun	140
håva_verb	139
slipa_noun	137
kravla_verb	136
skrida_verb	135
signera_adj	134
hoppa_adj	131
klippa_adj	131
stå_aux	128
stappla_verb	128
tassa_verb	127
ta_in_adj	127
sno_num	125
fly_adv	125
dansa_det	124
röra_aux	121
krama_noun	120
banka_noun	118
glida_noun	118
skopa_noun	115
skära_av_adj	115
slita_noun	111
ränna_noun	110
raka_noun	110
daska_verb	110
knacka_noun	109
pressa_noun	109
tåga_verb	105
hoppa_aux	100
skynda_adv	99
slita_adj	98
fila_noun	97
trippa_verb	97
slipa_adj	97
linda_noun	96
vika_noun	95
knacka_adj	94
kasta_propn	94
vanka_verb	93
linda_adv	93
dansa_propn	93
trumma_verb	92
dansa_aux	92
fläta_noun	92
dansa_adv	90
riva_noun	88
linda_adj	88
binda_adp	88
rulla_adj	87
ila_verb	87
gräva_noun	86
skumma_noun	86
glida_adj	86
tvätta_noun	85
fånga_pron	85
klättra_adj	84
gå	84
sno_intj	83
skala_adj	82
stå_num	80
klappa_adj	79
krama_propn	77
skära_adv	77
klia_noun	77
snava_verb	75
lyfta_noun	73
riva_adj	73
strutta_verb	73
pressa_adj	72
hiva_verb	71
krypa_noun	69
piska_adj	68
åla_verb	68
plocka_noun	66
ta_aux	66
skrapa_noun	65
tåga_noun	65
röra_adv	64
nypa_noun	64
vingla_verb	63
höja_noun	63
fatta_pron	63
vandra_noun	63
norpa_verb	62
skjuta_adv	61
svassa_verb	59
klappa_noun	59
knäa_verb	58
rycka_noun	57
ro_aux	57
marschera_adj	57
plocka_adj	56
skejta_verb	56
lyfta_adj	55
flacka_verb	55
guppa_verb	55
gräva_aux	54
riva_propn	54
stiga_adv	53
pinna_verb	53
vika_adj	53
torka_adv	53
gå_propn	52
vika_adv	52
halka_adj	51
sparka_adv	51
pilla_noun	51
skära_om_adj	51
krama_adj	49
hoppa_adv	49
promenera_adj	47
koppla_aux	47
pinna_noun	47
slå_aux	47
svaja_verb	47
peta_noun	47
svabba_verb	46
rusa_noun	46
rota_adj	45
snärta_verb	45
vandra_aux	45
trampa_adj	45
skopa_verb	45
haffa_adj	45
linka_verb	44
krama_det	43
städa_adv	43
dunka_noun	42
pressa_pron	42
gripa_noun	42
smyga_adj	42
paddla_noun	42
badda_verb	42
peta_adj	42
ro_adv	41
fatta_adv	40
hacka_adv	40
smyga_adv	40
putta_noun	40
stega_verb	40
springa_adv	40
skaka_propn	40
vandra_adj	39
rota_noun	39
sno_propn	39
klicka_adj	38
rulla_pron	38
ro	38
gräva_adj	38
snärta_noun	37
polera_adj	37
rota_propn	37
gestikulera_verb	37
klicka_noun	37
cykla_adj	36
klia_adj	36
ragla_verb	36
marschera_noun	35
fatta_noun	35
kliva_noun	35
trycka_adv	35
höja_adv	34
smälla_noun	34
slinta_verb	33
klippa_adv	33
tvinna_verb	33
knipa_adj	33
vada_noun	33
fila_adj	32
daska_noun	32
gräva_adv	32
peta_propn	31
släntra_verb	31
hissa_adj	31
trampa_noun	30
hissa_noun	30
repa_adj	30
klia_adp	30
klättra_noun	30
fly	30
löpa_noun	30
ta__verb	30
lunka_verb	29
springa_pron	28
pilla_adj	28
gå_num	28
slå_det	28
bulta_noun	28
rusa_adj	28
flanera_verb	28
vika_propn	27
fånga_adv	27
ila_propn	26
studsa_adj	26
vackla_noun	26
skjuta_propn	26
stå	26
stå_det	26
irra_adj	25
rycka_adv	25
dunka	25
stampa_noun	25
gnida_adj	24
banka_adj	24
åla_noun	24
klippa_propn	24
klå_adp	24
tassa_noun	24
träda_noun	24
riva_adv	23
sno	23
skura_noun	23
riva_aux	23
slunga_noun	23
gnugga_adj	23
svepa_noun	22
vada_propn	22
fläta_adj	22
jogga_adv	22
vandra_pron	22
halta_adj	22
ta_upp_adj	21
pilla_adv	21
cykla_pron	21
skrapa_adj	21
studsa_noun	21
sno_adj	21
smyga_noun	21
fly_det	21
haffa_noun	21
skala_propn	20
vika_aux	20
ta_ut_verb	20
knacka_adv	20
skumma_adv	20
nappa_noun	19
grabba_aux	19
springa_det	19
snubbla_adj	19
hacka_pron	19
skynda_aux	19
dra	19
krama_aux	19
nappa_adj	19
smeka_noun	19
skaka_aux	18
stöta_adv	18
fånga_propn	18
ro_intj	18
halka_noun	18
ta_adp	17
kliva_adj	17
tåga_adj	17
ta__adj	17
kasta_adv	17
rulla_adv	17
putsa_adj	17
ta_punct	17
knoga_verb	17
skumma_cconj	17
klättra_adv	17
skyffla_noun	17
dunka_adv	17
smeka_adv	16
vackla_pron	16
skära_av_noun	16
putta_pron	16
torka_pron	15
knata_verb	15
ro_adj	15
jogga_adj	15
banka_adv	15
krypa_adj	15
slå	15
skära_upp_adj	15
röra_adp	15
sleva_verb	15
klämma_adj	15
snubbla_noun	15
sparka_propn	14
kila_propn	14
rusa_aux	14
traska_noun	14
rafsa_verb	14
dra_aux	14
klappa_aux	13
pinna_adj	13
ragla_noun	13
ta_tillfånga_verb	13
kila_noun	13
smyga_pron	13
dunka_adj	13
dra_det	13
sparka_pron	13
putsa_noun	12
vanka_det	12
sno_det	12
håva_noun	12
gnida_noun	12
klå_adj	12
borsta_propn	12
binda_propn	12
rista_noun	12
ila_noun	12
skura_adj	11
smälla_pron	11
slå_propn	11
dunka_pron	11
jogga_noun	11
vandra_adv	11
knycka_noun	11
stå_propn	11
rulla_det	11
banka_propn	11
nappa_aux	11
kela_noun	11
ta_num	11
stappla_noun	11
promenera_noun	11
klättra_aux	10
snubbla_adv	10
ta_våld_verb	10
slunga_adj	10
borsta_noun	10
stega_noun	10
skrubba_adj	10
svepa_adj	10
hacka_propn	10
tvätta_aux	10
gnugga_adv	10
vira_adj	10
binda_adv	10
kliva_aux	10
jogga_pron	10
klämma_adv	10
paddla_adj	10
rulla_propn	10
kila_adj	10
paddla_pron	10
greppa_adj	9
ströva_noun	9
gräva_propn	9
halta_noun	9
klappa_propn	9
marschera_adv	9
vingla_noun	9
pressa_adv	9
kasta	9
knalla_adj	9
sprinta_verb	9
greppa_noun	9
irra_adv	9
löpa_adv	9
gripa_adv	9
sno_adp	9
linka_propn	9
raka_aux	9
stampa_adj	9
repa_adv	8
hoppa	8
pilla_propn	8
klicka_propn	8
ta_bort_verb	8
pinna_pron	8
pressa_det	8
riva_adp	8
trippa_adj	8
springa_propn	8
rusa_pron	8
skära_om_noun	8
skutta_noun	8
höja_adp	8
fånga	8
klå_noun	8
gnugga_pron	8
sparka_aux	8
städa_aux	8
klia_aux	8
nypa_adj	7
röra_pron	7
skjuta_aux	7
putta_adj	7
glida_adv	7
smeka_adj	7
vackla_aux	7
stampa_propn	7
rista_adj	7
signera_noun	7
skrida_noun	7
klå_adv	7
cykla_adv	7
klösa_aux	7
skopa_adj	7
kila_aux	7
flacka_adj	7
trippa_noun	7
peta_aux	7
slå_num	7
vada_adv	7
plocka_adv	7
skyffla_aux	7
skära_adp	7
tvinna_adj	7
skrapa_adv	7
svaja_noun	6
peta	6
snava_adj	6
ragla_propn	6
kila_pron	6
ro_num	6
pressa_aux	6
torka_propn	6
raspa_propn	6
raspa_verb	6
skyffla_adj	6
plocka_aux	6
ösa_adj	6
badda_adj	6
stappla_adv	6
krypa_adv	6
hiva_noun	6
ta_pron	6
koppla_propn	6
signera_adv	6
glida_sconj	6
klia_propn	6
slinta_noun	6
halka_pron	6
torka_aux	6
halta_propn	6
hiva_propn	6
bulta_adj	6
gripa_adj	6
vanka_noun	6
dra_num	6
badda_noun	6
trumma_adj	6
kila_adv	5
ta_ut_adj	5
dra_propn	5
smälla_cconj	5
skrubba_noun	5
tåga_adv	5
irra_noun	5
springa	5
klämma_propn	5
kravla_adj	5
knycka_adj	5
smälla_adj	5
rycka_adj	5
ro_pron	5
trampa_propn	5
skrapa_propn	5
ta_undan_verb	5
röra_sconj	5
ta_cconj	5
krama_adv	5
karva_noun	5
hiva_adj	5
banka_det	5
svepa_adv	5
knalla_noun	5
cykla_propn	5
guppa_adj	5
skära_propn	5
skutta_det	5
skura_aux	5
hacka_aux	5
trampa_aux	5
sprinta_noun	5
paddla_propn	5
signera_det	5
slita_adv	5
hacka	4
raka_propn	4
skala_aux	4
pinna_det	4
klösa_noun	4
grabba_adj	4
piska_aux	4
strutta_propn	4
snubbla_pron	4
linda	4
röra	4
rulla_aux	4
gnida_sconj	4
ta_beslag_verb	4
krama_pron	4
knalla_aux	4
smälla_adv	4
glida_adp	4
skynda_adp	4
banka	4
klippa	4
badda	4
skära__adj	4
knycka_adv	4
banka_pron	4
klösa_adj	4
svassa_adj	4
svassa_noun	4
skära_kniv_adj	4
haffa_adv	4
flacka_noun	4
stega_adv	4
rusa_adv	4
gnugga_noun	4
svabba_adj	4
karva_adj	4
knivhugga_adj	4
skumma_propn	4
knoga_noun	4
skrida_adj	3
träda_adj	3
hiva_adv	3
skaka	3
skjuta_adp	3
knipa_sconj	3
kela_pron	3
vanka_adj	3
rulta_verb	3
haffa_aux	3
haffa_pron	3
studsa_pron	3
raspa_noun	3
knäa_adj	3
snubbla_aux	3
grabba_propn	3
kliva_adv	3
hissa_aux	3
putta_det	3
ösa_aux	3
guppa_noun	3
rycka_pron	3
marschera_aux	3
fösa_aux	3
ta_samman_adj	3
ta_verb_punct	3
kela_adj	3
klippa_adp	3
ränna_det	3
klå_aux	3
vackla_adj	3
ta_bort_adj	3
lyfta_propn	3
knipa_propn	3
repa_aux	3
ila_adv	3
ränna_adj	3
studsa_adv	3
stappla_adj	3
ro_det	3
dunka_aux	3
ta_våld_adj	3
fatta_aux	3
ila	3
kratsa_verb	3
flanera_adj	3
ta_tillfånga_adj	3
ösa_noun	3
skutta_pron	3
knoga_adj	3
rusa_det	3
klämma_aux	3
trumma_adv	3
norpa_noun	3
trumma_propn	3
skumma_det	3
polera_noun	3
skära_oom_adj	3
strutta_det	3
nypa_adv	3
höja_intj	3
ströva_adj	3
koppla_adv	3
trampa_adv	3
traska_adj	3
koppla_pron	3
ragla_adj	2
skjuta	2
trycka_propn	2
knacka_propn	2
snava_adv	2
promenera_aux	2
snärta_adv	2
gräva_adp	2
bulta_propn	2
nappa_adv	2
stövla_adj	2
vira_pron	2
träda_adv	2
klämma_pron	2
piska_propn	2
skära_sönder_adj	2
fila_propn	2
greppa_propn	2
klämma_cconj	2
rota	2
gnugga_aux	2
borsta_aux	2
daska_adv	2
rycka_propn	2
skära_ut_noun	2
borsta_adv	2
knivhugga_noun	2
rota_adv	2
kravla_adv	2
ta_be_verb	2
fila_punct	2
skära_bort_adj	2
knacka_pron	2
sleva_noun	2
cykla_aux	2
ta_över_verb	2
stappla_propn	2
klicka_pron	2
vika_det	2
knata_noun	2
knäa_aux	2
svabba_noun	2
ila_adj	2
skrapa_aux	2
svaja_adj	2
stega_adj	2
ila_pron	2
vada_adj	2
klämma_det	2
hiva_aux	2
vika_adp	2
klia_adv	2
halka_det	2
stiga_pron	2
pinna_adv	2
snava_noun	2
dansa	2
vingla_aux	2
ränna_adv	2
peta_adv	2
kliva	2
stappla_aux	2
skära_ut_adj	2
daska_aux	2
promenera_adv	2
skära_väl_adj	2
skumma_aux	2
polera_adv	2
ta_beslag_adj	2
ta_in_noun	2
smeka_pron	2
rulla	2
ösa_pron	2
repa_propn	2
svepa_propn	2
stövla_aux	2
marschera_pron	2
putsa_adv	2
gå_punct	2
skumma_pron	2
fatta_punct	2
pilla_pron	2
lyfta_adp	2
stega_pron	2
skyffla_adv	2
ila_aux	2
städa	2
irra_pron	2
karva_propn	2
lunka_adj	2
skopa_propn	2
slita_propn	2
rusa_propn	2
knipa_aux	1
paddla_aux	1
kravla_propn	1
greppa_adv	1
vanka_aux	1
ta_in_verb	1
linda_punct	1
tassa_propn	1
hissa_pron	1
irra_aux	1
löpa	1
klappa	1
ta_sconj	1
skrapa_upp_adj	1
stega	1
klättra	1
sparka	1
gripa_aux	1
skära_hand_adj	1
halta_adv	1
snärta	1
studsa_det	1
fatta	1
skrapa	1
rota_aux	1
sparka_det	1
peta_noun_punct	1
vingla_pron	1
piska_adp	1
nypa_propn	1
kliva_adp	1
vanka_adv	1
vingla_adj	1
stöta_propn	1
kela_adv	1
stappla_pron	1
skära_ned_adj	1
sparka_punct	1
gestikulera_adv	1
slita_aux	1
torka	1
ösa_adp	1
skära_sned_adj	1
slipa_adv	1
trampa_upp_adj	1
ströva_aux	1
raspa_adj	1
hissa_det	1
flacka_pron	1
smyga	1
studsa_propn	1
greppa	1
ränna_propn	1
strutta_adj	1
skära_ner_noun	1
halka	1
fatta_propn	1
stöta	1
jogga_aux	1
knalla_pron	1
halta_aux	1
fånga_num	1
höja_aux	1
svaja_intj	1
marschera	1
tassa_adj	1
ta_av_adj	1
knacka	1
borsta	1
skrubba_propn	1
kela_aux	1
klicka_adv	1
kliva_propn	1
skära_ihjäl_adj	1
klippa_sconj	1
skära_upp_noun	1
peta_num	1
skära_sönder_noun	1
svabba_aux	1
släntra_adj	1
nypa_adp	1
skutta_aux	1
vanka_pron	1
skära_små_adj	1
knata_propn	1
rulta_propn	1
vada_aux	1
gå_adv_punct	1
hoppa__noun	1
linda_noun_punct	1
vada_pron	1
skära_ny_adj	1
linka_adj	1
skura_adv	1
flanera_noun	1
fånga_det	1
skejta_adj	1
tvätta_num	1
skära_kall_adj	1
skrapa_upp_verb	1
ösa_propn	1
irra_num	1
klappa_adv	1
löpa_propn	1
guppa_propn	1
knäa_noun	1
cykla_punct	1
fila_adv	1
strutta_noun	1
trippa_propn	1
höja	1
svaja_adv	1
kravla_noun	1
halka_aux	1
daska_adj	1
fila_aux	1
skära_kniv_noun	1
ta_undan_adj	1
ta_tillfanga_verb	1
skala_adp	1
rycka_det	1
kravla_pron	1
knacka_aux	1
svassa_adv	1
raspa_adv	1
polera_aux	1
slinta_adj	1
slita_adp	1
skala_adv	1
ta_det	1
norpa_adj	1
paddla	1
skära	1
marschera_det	1
träda_adp	1
vika	1
vandra_num	1
fösa_adj	1
ta_tillfånga_noun	1
knipa_adp	1
trumma_det	1
gräva	1
bulta_aux	1
ta_vid_verb	1
kravla_aux	1
knalla_adv	1
hissa_adv	1
dunka_propn	1
ta_iakt_verb	1
lyfta	1
knipa	1
knivhugga_aux	1
åla_adj	1
skära_be_adj	1
putsa_pron	1
trycka_num	1
gnida_adv	1
ösa_adv	1
städa_propn	1
skära_kring_adj	1
skejta_propn	1
pilla_cconj	1
plocka_det	1
rota_num	1
rafsa_noun	1
gå_verb_punct	1
gripa_propn	1
linka_noun	1
klättra_num	1
plocka	1
krypa_propn	1
repa_upp_verb	1
polera_det	1
piska_adv	1
lunka_noun	1
piska_det	1
vandra	1
knata_aux	1
åla_adv	1
ta_samman_verb	1
krypa_num	1
ta_omhänder_adj	1
ta_med_adj	1
rista_aux	1
vackla_adv	1
skejta_noun	1
tvinna_noun	1
tvätta	1
promenera_pron	1
putta_aux	1
släntra_aux	1
banka_aux	1
traska_aux	1
sleva_adj	1
krypa	1
vira_adv	1
stöta_punct	1
fila	1
ta_sym	1
trycka	1
ta_upp_verb	1
skära_in_adj	1
bulta_adv	1
klicka_aux	1
snärta_aux	1
skära_genom_noun	1
krama	1
piska	1
slita	1
klappa_num	1
fösa_noun	1
