word,target,distrOne,distrTwo,corrAns,w1,w2,w3,category,category_lowercase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ArmLeg_loop.thisRepN,ArmLeg_loop.thisTrialN,ArmLeg_loop.thisN,ArmLeg_loop.thisIndex,key_resp_3.keys,key_resp_3.rt,key_resp_6.keys,key_resp_6.rt,key_resp_5.keys,key_resp_5.rt,key_resp_4.keys,key_resp_4.rt,key_resp_8.keys,key_resp_8.rt,rating.response,rating.rt,answer.keys,answer.corr,answer.rt,key_resp_7.keys,key_resp_7.rt,date,frameRate,expName,session,participant,
STRIDE,kliva,tassa,lunka,1,kliva,tassa,lunka,Leg,leg,0,74,74,88,0,1,1,1,,,,,,,,,,,7,1.906,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
STRIDE,kliva,tassa,lunka,1,kliva,tassa,lunka,,,0,74,74,88,,,,,,,,,,,,,,,,,1,1,7.44680386172,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
SCRAPE,skrapa,rispa,klösa,1,skrapa,rispa,klösa,Arm,arm,0,75,75,64,0,0,0,0,,,,,,,,,,,7,5.895,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
SCRAPE,skrapa,rispa,klösa,1,skrapa,rispa,klösa,Leg,leg,0,75,75,64,0,1,1,1,,,,,,,,,,,1,1.454,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
SCRAPE,skrapa,rispa,klösa,1,skrapa,rispa,klösa,,,0,75,75,64,,,,,,,,,,,,,,,,,2,0,3.50547355128,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
NIP,nypa,peta,nudda,2,nudda,nypa,peta,Arm,arm,0,76,76,44,0,0,0,0,,,,,,,,,,,7,3.465,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
NIP,nypa,peta,nudda,2,nudda,nypa,peta,Leg,leg,0,76,76,44,0,1,1,1,,,,,,,,,,,1,1.388,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
NIP,nypa,peta,nudda,2,nudda,nypa,peta,,,0,76,76,44,,,,,,,,,,,,,,,,,2,1,4.1594971429,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
GRAB,gripa tag i,fästa ihop,smälla till,1,gripa tag i,smälla till,fästa ihop,Arm,arm,0,77,77,26,0,0,0,0,,,,,,,,,,,7,5.257,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
GRAB,gripa tag i,fästa ihop,smälla till,1,gripa tag i,smälla till,fästa ihop,Leg,leg,0,77,77,26,0,1,1,1,,,,,,,,,,,1,2.375,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
GRAB,gripa tag i,fästa ihop,smälla till,1,gripa tag i,smälla till,fästa ihop,,,0,77,77,26,,,,,,,,,,,,,,,,,1,1,2.14709364028,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
PULL,dra,slänga,släpa,3,släpa,slänga,dra,Arm,arm,0,78,78,54,0,0,0,0,,,,,,,,,,,7,2.291,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
PULL,dra,slänga,släpa,3,släpa,slänga,dra,Leg,leg,0,78,78,54,0,1,1,1,,,,,,,,,,,1,2.293,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
PULL,dra,slänga,släpa,3,släpa,slänga,dra,,,0,78,78,54,,,,,,,,,,,,,,,,,3,1,2.43205218069,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
CHOP,hacka,tälja,riva,3,riva,tälja,hacka,Arm,arm,0,79,79,7,0,0,0,0,,,,,,,,,,,7,4.048,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
CHOP,hacka,tälja,riva,3,riva,tälja,hacka,Leg,leg,0,79,79,7,0,1,1,1,,,,,,,,,,,1,1.638,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
CHOP,hacka,tälja,riva,3,riva,tälja,hacka,,,0,79,79,7,,,,,,,,,,,,,,,,,3,1,2.06324395532,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
RUB,gnugga,riva,klappa,1,gnugga,riva,klappa,Arm,arm,0,80,80,60,0,0,0,0,,,,,,,,,,,7,2.089,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
RUB,gnugga,riva,klappa,1,gnugga,riva,klappa,Leg,leg,0,80,80,60,0,1,1,1,,,,,,,,,,,1,1.437,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
RUB,gnugga,riva,klappa,1,gnugga,riva,klappa,,,0,80,80,60,,,,,,,,,,,,,,,,,1,1,2.58302863254,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
CLIMB,klättra,kliva,krypa,1,klättra,krypa,kliva,Arm,arm,0,81,81,12,0,0,0,0,,,,,,,,,,,5,5.29,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
CLIMB,klättra,kliva,krypa,1,klättra,krypa,kliva,Leg,leg,0,81,81,12,0,1,1,1,,,,,,,,,,,5,1.805,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
CLIMB,klättra,kliva,krypa,1,klättra,krypa,kliva,,,0,81,81,12,,,,,,,,,,,,,,,,,1,1,1.56006405632,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
CRAWL,kravla,huka,klättra,3,klättra,huka,kravla,Arm,arm,0,82,82,14,0,0,0,0,,,,,,,,,,,4,3.431,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
CRAWL,kravla,huka,klättra,3,klättra,huka,kravla,Leg,leg,0,82,82,14,0,1,1,1,,,,,,,,,,,4,2.645,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
CRAWL,kravla,huka,klättra,3,klättra,huka,kravla,,,0,82,82,14,,,,,,,,,,,,,,,,,3,1,3.45520759826,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
STUMBLE,snubbla,glida,svaja,1,snubbla,glida,svaja,Arm,arm,0,83,83,91,0,0,0,0,,,,,,,,,,,1,7.436,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
STUMBLE,snubbla,glida,svaja,1,snubbla,glida,svaja,Leg,leg,0,83,83,91,0,1,1,1,,,,,,,,,,,7,1.535,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
STUMBLE,snubbla,glida,svaja,1,snubbla,glida,svaja,,,0,83,83,91,,,,,,,,,,,,,,,,,1,1,1.64398762811,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
GLIDE,glida,hasa,snava,3,hasa,snava,glida,Arm,arm,0,84,84,25,0,0,0,0,,,,,,,,,,,2,6.078,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
GLIDE,glida,hasa,snava,3,hasa,snava,glida,Leg,leg,0,84,84,25,0,1,1,1,,,,,,,,,,,3,1.737,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
GLIDE,glida,hasa,snava,3,hasa,snava,glida,,,0,84,84,25,,,,,,,,,,,,,,,,,3,1,1.71106935167,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
MOUNT,gå uppför,ströva runt,kliva över,1,gå uppför,ströva runt,kliva över,Arm,arm,0,85,85,43,0,0,0,0,,,,,,,,,,,6,4.922,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
MOUNT,gå uppför,ströva runt,kliva över,1,gå uppför,ströva runt,kliva över,Leg,leg,0,85,85,43,0,1,1,1,,,,,,,,,,,4,2.776,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
MOUNT,gå uppför,ströva runt,kliva över,1,gå uppför,ströva runt,kliva över,,,0,85,85,43,,,,,,,,,,,,,,,,,3,0,4.09268291334,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
SLITHER,hasa,glida,trilla,3,trilla,glida,hasa,Arm,arm,0,86,86,76,0,0,0,0,,,,,,,,,,,3,18.708,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
SLITHER,hasa,glida,trilla,3,trilla,glida,hasa,Leg,leg,0,86,86,76,0,1,1,1,,,,,,,,,,,3,1.704,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
SLITHER,hasa,glida,trilla,3,trilla,glida,hasa,,,0,86,86,76,,,,,,,,,,,,,,,,,3,1,3.55584500046,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
SLIP,halka,snava,ramla,2,snava,halka,ramla,Arm,arm,0,87,87,75,0,0,0,0,,,,,,,,,,,1,3.196,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
SLIP,halka,snava,ramla,2,snava,halka,ramla,Leg,leg,0,87,87,75,0,1,1,1,,,,,,,,,,,7,1.371,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
SLIP,halka,snava,ramla,2,snava,halka,ramla,,,0,87,87,75,,,,,,,,,,,,,,,,,2,1,2.18057306143,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
TRAIPSE,traska,stappla,vandra,2,vandra,traska,stappla,Arm,arm,0,88,88,97,0,0,0,0,,,,,,,,,,,4,3.748,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
TRAIPSE,traska,stappla,vandra,2,vandra,traska,stappla,Leg,leg,0,88,88,97,0,1,1,1,,,,,,,,,,,4,1.655,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
TRAIPSE,traska,stappla,vandra,2,vandra,traska,stappla,,,0,88,88,97,,,,,,,,,,,,,,,,,3,0,3.55575175292,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
ROLL,vingla,snubbla,svassa,1,vingla,svassa,snubbla,Arm,arm,0,89,89,59,0,0,0,0,,,,,,,,,,,3,8.126,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
ROLL,vingla,snubbla,svassa,1,vingla,svassa,snubbla,Leg,leg,0,89,89,59,0,1,1,1,,,,,,,,,,,4,2.242,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
ROLL,vingla,snubbla,svassa,1,vingla,svassa,snubbla,,,0,89,89,59,,,,,,,,,,,,,,,,,2,0,14.8094296965,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
CLUTCH,gripa tag i,sätta ihop,dra ut,3,dra ut,sätta ihop,gripa tag i,Arm,arm,0,90,90,13,0,0,0,0,,,,,,,,,,,7,3.329,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
CLUTCH,gripa tag i,sätta ihop,dra ut,3,dra ut,sätta ihop,gripa tag i,Leg,leg,0,90,90,13,0,1,1,1,,,,,,,,,,,1,1.554,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
CLUTCH,gripa tag i,sätta ihop,dra ut,3,dra ut,sätta ihop,gripa tag i,,,0,90,90,13,,,,,,,,,,,,,,,,,3,1,2.39874937671,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
FILE,fila,putsa,riva,2,putsa,fila,riva,Arm,arm,0,91,91,21,0,0,0,0,,,,,,,,,,,7,4.252,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
FILE,fila,putsa,riva,2,putsa,fila,riva,Leg,leg,0,91,91,21,0,1,1,1,,,,,,,,,,,1,1.606,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
FILE,fila,putsa,riva,2,putsa,fila,riva,,,0,91,91,21,,,,,,,,,,,,,,,,,2,1,8.40272464557,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
DIG,gräva,dränera,dika,1,gräva,dränera,dika,Arm,arm,0,92,92,19,0,0,0,0,,,,,,,,,,,7,8.878,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
DIG,gräva,dränera,dika,1,gräva,dränera,dika,Leg,leg,0,92,92,19,0,1,1,1,,,,,,,,,,,3,1.235,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
DIG,gräva,dränera,dika,1,gräva,dränera,dika,,,0,92,92,19,,,,,,,,,,,,,,,,,1,1,1.49299892764,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
HOP,skutta,kliva,studsa,3,kliva,studsa,skutta,Arm,arm,0,93,93,32,0,0,0,0,,,,,,,,,,,1,2.574,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
HOP,skutta,kliva,studsa,3,kliva,studsa,skutta,Leg,leg,0,93,93,32,0,1,1,1,,,,,,,,,,,7,1.974,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
HOP,skutta,kliva,studsa,3,kliva,studsa,skutta,,,0,93,93,32,,,,,,,,,,,,,,,,,3,1,5.30049808408,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
TOSS,slänga,fånga,gripa,2,fånga,slänga,gripa,Arm,arm,0,94,94,96,0,0,0,0,,,,,,,,,,,7,7.656,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
TOSS,slänga,fånga,gripa,2,fånga,slänga,gripa,Leg,leg,0,94,94,96,0,1,1,1,,,,,,,,,,,1,1.872,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
TOSS,slänga,fånga,gripa,2,fånga,slänga,gripa,,,0,94,94,96,,,,,,,,,,,,,,,,,2,1,2.66707192468,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
RUN,springa,rusa,jogga,1,springa,rusa,jogga,Arm,arm,0,95,95,61,0,0,0,0,,,,,,,,,,,1,3.633,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
RUN,springa,rusa,jogga,1,springa,rusa,jogga,Leg,leg,0,95,95,61,0,1,1,1,,,,,,,,,,,7,1.64,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
RUN,springa,rusa,jogga,1,springa,rusa,jogga,,,0,95,95,61,,,,,,,,,,,,,,,,,1,1,2.18062679729,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
PEEL,skala,rensa,plocka,1,skala,rensa,plocka,Arm,arm,0,96,96,47,0,0,0,0,,,,,,,,,,,7,7.305,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
PEEL,skala,rensa,plocka,1,skala,rensa,plocka,Leg,leg,0,96,96,47,0,1,1,1,,,,,,,,,,,1,1.656,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
PEEL,skala,rensa,plocka,1,skala,rensa,plocka,,,0,96,96,47,,,,,,,,,,,,,,,,,1,1,1.69403903279,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
TRIP,snubbla,stampa,stappla,2,stampa,snubbla,stappla,Arm,arm,0,97,97,99,0,0,0,0,,,,,,,,,,,1,4.319,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
TRIP,snubbla,stampa,stappla,2,stampa,snubbla,stappla,Leg,leg,0,97,97,99,0,1,1,1,,,,,,,,,,,7,1.622,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
TRIP,snubbla,stampa,stappla,2,stampa,snubbla,stappla,,,0,97,97,99,,,,,,,,,,,,,,,,,2,1,3.52233041395,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
RAMBLE,ströva,strutta,spurta,3,strutta,spurta,ströva,Arm,arm,0,98,98,57,0,0,0,0,,,,,,,,,,,1,3.73,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
RAMBLE,ströva,strutta,spurta,3,strutta,spurta,ströva,Leg,leg,0,98,98,57,0,1,1,1,,,,,,,,,,,7,1.451,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
RAMBLE,ströva,strutta,spurta,3,strutta,spurta,ströva,,,0,98,98,57,,,,,,,,,,,,,,,,,1,0,2.73397742619,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
HACK,hacka,skära,kåpa,2,skära,hacka,kåpa,Arm,arm,0,99,99,30,0,0,0,0,,,,,,,,,,,7,6.667,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
HACK,hacka,skära,kåpa,2,skära,hacka,kåpa,Leg,leg,0,99,99,30,0,1,1,1,,,,,,,,,,,1,1.623,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
HACK,hacka,skära,kåpa,2,skära,hacka,kåpa,,,0,99,99,30,,,,,,,,,,,,,,,,,2,1,1.82850276858,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
SQUEEZE,klämma,knuffa,knäppa,1,klämma,knuffa,knäppa,Arm,arm,0,100,100,80,0,0,0,0,,,,,,,,,,,7,3.425,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
SQUEEZE,klämma,knuffa,knäppa,1,klämma,knuffa,knäppa,Leg,leg,0,100,100,80,0,1,1,1,,,,,,,,,,,1,1.602,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
SQUEEZE,klämma,knuffa,knäppa,1,klämma,knuffa,knäppa,,,0,100,100,80,,,,,,,,,,,,,,,,,1,1,1.40895721597,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
SKIM,skumma,vispa,sleva,2,vispa,skumma,sleva,Arm,arm,0,101,101,71,0,0,0,0,,,,,,,,,,,7,5.09,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
SKIM,skumma,vispa,sleva,2,vispa,skumma,sleva,Leg,leg,0,101,101,71,0,1,1,1,,,,,,,,,,,1,1.688,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
SKIM,skumma,vispa,sleva,2,vispa,skumma,sleva,,,0,101,101,71,,,,,,,,,,,,,,,,,2,1,5.73622050355,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
GRATE,riva,hugga,rispa,2,hugga,riva,rispa,Arm,arm,0,102,102,28,0,0,0,0,,,,,,,,,,,7,12.905,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
GRATE,riva,hugga,rispa,2,hugga,riva,rispa,Leg,leg,0,102,102,28,0,1,1,1,,,,,,,,,,,1,1.99,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
GRATE,riva,hugga,rispa,2,hugga,riva,rispa,,,0,102,102,28,,,,,,,,,,,,,,,,,2,1,1.34203472442,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
PRANCE,kråma sig,promenera,traska,2,promenera,kråma sig,traska,Arm,arm,0,103,103,53,0,0,0,0,,,,,,,,,,,1,3.983,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
PRANCE,kråma sig,promenera,traska,2,promenera,kråma sig,traska,Leg,leg,0,103,103,53,0,1,1,1,,,,,,,,,,,7,2.108,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
PRANCE,kråma sig,promenera,traska,2,promenera,kråma sig,traska,,,0,103,103,53,,,,,,,,,,,,,,,,,2,1,4.19313263513,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
TIPTOE,gå på tå,snava,sparka,3,snava,sparka,gå på tå,Arm,arm,0,104,104,95,0,0,0,0,,,,,,,,,,,1,10.104,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
TIPTOE,gå på tå,snava,sparka,3,snava,sparka,gå på tå,Leg,leg,0,104,104,95,0,1,1,1,,,,,,,,,,,7,2.207,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
TIPTOE,gå på tå,snava,sparka,3,snava,sparka,gå på tå,,,0,104,104,95,,,,,,,,,,,,,,,,,3,1,2.18055765187,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
SNATCH,rycka till sig,knuffa ifrån sig,plocka åt sig,3,plocka åt sig,knuffa ifrån sig,rycka till sig,Arm,arm,0,105,105,77,0,0,0,0,,,,,,,,,,,7,12.587,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
SNATCH,rycka till sig,knuffa ifrån sig,plocka åt sig,3,plocka åt sig,knuffa ifrån sig,rycka till sig,Leg,leg,0,105,105,77,0,1,1,1,,,,,,,,,,,1,2.444,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
SNATCH,rycka till sig,knuffa ifrån sig,plocka åt sig,3,plocka åt sig,knuffa ifrån sig,rycka till sig,,,0,105,105,77,,,,,,,,,,,,,,,,,3,1,2.88508979816,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
WIPE,torka,putsa,gnugga,1,torka,putsa,gnugga,Arm,arm,0,106,106,109,0,0,0,0,,,,,,,,,,,7,3.498,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
WIPE,torka,putsa,gnugga,1,torka,putsa,gnugga,Leg,leg,0,106,106,109,0,1,1,1,,,,,,,,,,,1,1.505,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
WIPE,torka,putsa,gnugga,1,torka,putsa,gnugga,,,0,106,106,109,,,,,,,,,,,,,,,,,1,1,2.53280732768,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
POLISH,polera,sopa,tvätta,2,tvätta,polera,sopa,Arm,arm,0,107,107,52,0,0,0,0,,,,,,,,,,,7,3.857,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
POLISH,polera,sopa,tvätta,2,tvätta,polera,sopa,Leg,leg,0,107,107,52,0,1,1,1,,,,,,,,,,,1,1.351,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
POLISH,polera,sopa,tvätta,2,tvätta,polera,sopa,,,0,107,107,52,,,,,,,,,,,,,,,,,2,1,1.25836600289,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
TROT,trava,promenera,flanera,3,flanera,promenera,trava,Arm,arm,0,108,108,100,0,0,0,0,,,,,,,,,,,1,3.631,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
TROT,trava,promenera,flanera,3,flanera,promenera,trava,Leg,leg,0,108,108,100,0,1,1,1,,,,,,,,,,,7,1.872,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
TROT,trava,promenera,flanera,3,flanera,promenera,trava,,,0,108,108,100,,,,,,,,,,,,,,,,,3,1,3.75720277941,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
SCUFF,hasa sig fram,dra sig fram,kasta sig fram,1,hasa sig fram,dra sig fram,kasta sig fram,Arm,arm,0,109,109,67,0,0,0,0,,,,,,,,,,,1,4.185,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
SCUFF,hasa sig fram,dra sig fram,kasta sig fram,1,hasa sig fram,dra sig fram,kasta sig fram,Leg,leg,0,109,109,67,0,1,1,1,,,,,,,,,,,5,2.092,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
SCUFF,hasa sig fram,dra sig fram,kasta sig fram,1,hasa sig fram,dra sig fram,kasta sig fram,,,0,109,109,67,,,,,,,,,,,,,,,,,1,1,5.3670859118,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
BRAID,fläta,knyta,binda,3,binda,knyta,fläta,Arm,arm,0,110,110,3,0,0,0,0,,,,,,,,,,,7,10.959,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
BRAID,fläta,knyta,binda,3,binda,knyta,fläta,Leg,leg,0,110,110,3,0,1,1,1,,,,,,,,,,,1,1.704,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
BRAID,fläta,knyta,binda,3,binda,knyta,fläta,,,0,110,110,3,,,,,,,,,,,,,,,,,3,1,2.07983767027,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
GRIP,gripa om,hålla om,kasta om,2,hålla om,gripa om,kasta om,Arm,arm,0,111,111,29,0,0,0,0,,,,,,,,,,,7,3.161,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
GRIP,gripa om,hålla om,kasta om,2,hålla om,gripa om,kasta om,Leg,leg,0,111,111,29,0,1,1,1,,,,,,,,,,,1,1.754,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
GRIP,gripa om,hålla om,kasta om,2,hålla om,gripa om,kasta om,,,0,111,111,29,,,,,,,,,,,,,,,,,2,1,1.69411805613,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.71731812187,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
